"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"3488","bueno",20,"padres",60,42,"soltero","no","fijo",35,80,0,0,800,1520
"3489","bueno",10,"propietario",36,43,"casado","no","freelance",75,292,8000,0,1800,2240
"3490","bueno",5,"alquila",48,25,"casado","no","fijo",55,100,0,0,549,549
"3491","bueno",12,"privado",36,51,"casado","no","fijo",45,130,4000,0,1200,1400
"3492","malo",2,"otra",60,32,"casado","no","tiempo parcial",45,150,0,0,1450,1850
"3493","bueno",9,"propietario",48,47,"casado","no","freelance",35,183,45000,1700,3000,3690
"3495","bueno",9,"propietario",12,26,"soltero","no","fijo",35,91,4000,0,1000,1776
"3496","bueno",16,"otra",30,44,"casado","no","freelance",35,107,8000,0,1300,1634
"3497","malo",2,"padres",48,27,"separado","no","tiempo parcial",35,125,0,0,870,1480
"3498","bueno",0,"propietario",48,66,"casado","no","otros",35,45,5500,0,1250,1267
"3499","bueno",2,"otra",60,26,"casado","no","freelance",35,30,0,0,900,1159
"3500","bueno",3,"propietario",36,49,"casado","no","freelance",45,64,4000,0,400,773
"3501","bueno",1,"propietario",48,28,"casado","no","fijo",45,116,4000,1857,1100,1173
"3502","bueno",1,"privado",60,32,"casado","no","fijo",60,140,4000,1300,1200,1410
"3503","bueno",0,"otra",60,30,"soltero","no","tiempo parcial",35,61,0,0,500,1081
"3504","malo",2,"alquila",60,43,"casado","sí","tiempo parcial",84,86,0,0,1650,1782
"3505","bueno",13,"propietario",60,41,"casado","no","fijo",75,89,2000,0,1000,1274
"3506","bueno",14,"propietario",48,32,"casado","no","tiempo parcial",45,165,4000,112,1300,1346
"3507","bueno",3,"propietario",60,24,"casado","no","freelance",60,67,9000,0,1300,2885
"3508","bueno",14,"propietario",48,53,"casado","no","fijo",45,95,3000,0,1060,1060
"3509","bueno",5,"propietario",36,65,"soltero","no","otros",35,121,10000,0,900,1191
"3510","bueno",3,"alquila",30,39,"casado","no","fijo",58,128,0,0,600,1098
"3511","bueno",15,"propietario",60,38,"casado","no","fijo",60,90,6000,480,1100,1289
"3512","bueno",6,"propietario",60,33,"casado","sí","fijo",45,103,10000,0,1000,1658
"3514","bueno",15,"propietario",60,29,"soltero","no","fijo",35,130,5000,0,830,1000
"3515","malo",10,"propietario",60,47,"separado","no","fijo",35,229,7000,0,2550,3500
"3516","bueno",12,"propietario",36,38,"casado","no","fijo",35,143,5000,1100,700,2093
"3517","malo",4,"padres",36,26,"soltero","sí","freelance",35,65,3500,0,1300,1475
"3518","bueno",15,"privado",60,33,"soltero","no","fijo",35,163,5000,0,1000,2244
"3519","bueno",14,"padres",18,29,"casado","no","fijo",45,162,0,0,600,2120
"3520","bueno",2,"propietario",60,30,"casado","no","tiempo parcial",35,154,2500,500,1000,1725
"3521","bueno",9,"propietario",60,47,"casado","no","fijo",60,55,9500,0,600,1164
"3522","malo",0,"padres",60,24,"soltero","no","fijo",35,53,0,0,1200,1497
"3524","bueno",14,"padres",24,28,"casado","no","fijo",45,192,0,0,1000,1736
"3526","bueno",14,"propietario",36,36,"casado","sí","fijo",75,115,11000,3600,1250,1550
"3527","bueno",16,"propietario",60,33,"casado","no","fijo",45,90,6000,0,1500,1630
"3528","malo",29,"propietario",60,52,"casado","no","tiempo parcial",45,175,2500,0,1186,1286
"3529","bueno",3,"propietario",60,36,"casado","sí","freelance",35,60,2500,0,2300,2965
"3530","bueno",6,"propietario",48,28,"casado","no","fijo",45,114,3500,0,650,1255
"3531","bueno",47,"propietario",48,61,"casado","no","fijo",35,110,5500,30,1200,1200
"3532","bueno",14,"propietario",60,34,"casado","no","fijo",45,130,4000,0,1100,1654
"3533","malo",5,"padres",48,23,"soltero","no","tiempo parcial",35,92,0,0,1200,1200
"3535","bueno",6,"otra",36,23,"soltero","no","fijo",35,68,0,0,600,1271
"3536","bueno",4,"padres",60,24,"casado","no","fijo",35,130,0,0,800,897
"3537","bueno",1,"propietario",12,61,"casado","no","otros",45,103,20000,0,300,650
"3538","bueno",8,"privado",60,45,"casado","no","freelance",75,200,35000,0,800,1270
"3539","bueno",6,"padres",60,30,"separado","no","fijo",45,170,0,0,750,1674
"3540","bueno",6,"padres",60,26,"soltero","sí","fijo",35,270,0,0,1800,1921
"3541","bueno",15,"propietario",60,34,"casado","no","fijo",45,82,3500,0,750,1624
"3542","bueno",17,"alquila",24,50,"casado","no","freelance",68,79,1000,0,1000,3782
"3543","malo",6,"alquila",60,45,"casado","no","fijo",59,139,0,0,1350,1612
"3544","bueno",18,"propietario",60,51,"casado","no","fijo",60,205,8000,0,1100,1350
"3545","bueno",15,"propietario",48,29,"casado","sí","fijo",35,100,8500,1300,500,873
"3546","bueno",0,"propietario",24,20,"soltero","no","tiempo parcial",45,188,2000,1500,300,315
"3547","bueno",2,"propietario",48,55,"casado","no","otros",35,135,8000,0,800,800
"3548","malo",6,"alquila",48,37,"soltero","no","fijo",55,200,0,0,1450,1650
"3550","bueno",3,"propietario",24,32,"casado","no","fijo",45,120,5000,0,800,1023
"3551","bueno",18,"propietario",60,42,"casado","no","fijo",45,172,3500,0,1850,2034
"3552","bueno",0,"padres",60,21,"soltero","no","freelance",35,44,0,0,1200,1311
"3553","bueno",3,"alquila",60,30,"casado","no","fijo",77,169,0,0,1500,2037
"3554","malo",0,"privado",6,22,"soltero","sí","tiempo parcial",35,115,1000,0,250,800
"3555","bueno",15,"propietario",24,41,"casado","sí","tiempo parcial",45,180,6000,0,700,1888
"3557","malo",12,"alquila",60,30,"soltero","sí","fijo",44,86,0,0,1300,1380
"3558","bueno",15,"alquila",48,45,"casado","no","fijo",88,130,3000,0,1300,1591
"3559","bueno",2,"alquila",60,29,"casado","no","fijo",80,200,0,0,1250,1250
"3560","bueno",14,"propietario",36,39,"casado","no","fijo",60,167,5000,0,1350,1355
"3561","bueno",4,"propietario",36,26,"casado","no","fijo",35,100,6500,3900,500,500
"3562","bueno",1,"privado",60,22,"soltero","no","tiempo parcial",35,73,4500,4300,1000,1485
"3563","malo",4,"alquila",60,53,"viudo","no","otros",37,22,20000,0,1300,1498
"3564","bueno",2,"propietario",36,37,"casado","no","fijo",60,83,3500,0,310,1119
"3565","malo",1,"alquila",36,28,"casado","sí","fijo",47,122,0,0,950,1100
"3566","bueno",15,"otra",36,39,"separado","no","fijo",45,116,4000,0,600,1196
"3567","bueno",4,"propietario",60,25,"soltero","no","freelance",35,100,25000,0,2250,2270
"3568","malo",3,"padres",60,27,"soltero","sí","fijo",35,117,0,0,1500,2190
"3569","bueno",6,"propietario",60,35,"casado","no","fijo",60,135,4500,1000,1658,1675
"3570","bueno",16,"padres",48,31,"soltero","sí","fijo",35,72,0,0,850,1228
"3571","bueno",5,"propietario",60,41,"casado","no","fijo",60,266,14800,0,2500,2600
"3572","bueno",31,"propietario",60,58,"casado","no","fijo",60,293,8000,0,1500,1655
"3573","bueno",38,"propietario",24,56,"casado","sí","fijo",75,98,7000,0,300,1308
"3574","bueno",1,"padres",60,26,"soltero","no","fijo",35,57,0,0,1200,1512
"3575","bueno",17,"propietario",60,44,"casado","no","fijo",45,116,3000,0,800,1654
"3576","bueno",17,"alquila",60,52,"casado","no","fijo",65,200,0,0,1400,1407
"3577","bueno",22,"propietario",60,54,"casado","no","fijo",35,104,3000,0,1050,1282
"3578","malo",11,"otra",60,48,"casado","no","fijo",75,225,0,0,1300,1550
"3579","bueno",5,"propietario",18,28,"casado","no","fijo",35,141,5500,0,650,1258
"3580","malo",1,"alquila",36,37,"casado","no","tiempo parcial",75,145,0,0,1100,1871
"3581","malo",1,"padres",48,36,"casado","no","tiempo parcial",60,45,0,0,1200,1401
"3582","bueno",14,"alquila",60,38,"casado","no","fijo",75,146,0,0,1350,1413
"3583","bueno",0,"padres",60,34,"casado","no","fijo",45,225,8000,2300,800,1850
"3584","bueno",20,"propietario",48,60,"casado","no","freelance",35,142,12000,0,500,1154
"3585","bueno",7,"propietario",60,53,"casado","no","fijo",45,161,6000,2000,1000,1460
"3586","bueno",2,"padres",12,26,"soltero","no","fijo",35,105,0,0,360,1258
"3587","bueno",5,"propietario",60,49,"casado","no","fijo",35,121,3000,0,1200,1642
"3588","malo",4,"alquila",60,37,"soltero","sí","fijo",79,436,0,0,1500,1550
"3589","bueno",0,"propietario",24,30,"casado","no","tiempo parcial",60,76,4500,0,400,450
"3590","malo",0,"padres",12,23,"soltero","no","tiempo parcial",35,37,2500,0,120,300
"3591","bueno",15,"propietario",60,53,"casado","no","freelance",45,148,6000,0,1000,1330
"3592","bueno",2,"padres",60,24,"soltero","no","freelance",35,214,7000,2400,2000,2570
"3593","bueno",1,"propietario",48,35,"casado","no","freelance",90,174,11900,0,900,1220
"3594","bueno",0,"propietario",60,49,"casado","no","fijo",60,400,5000,0,1200,1283
"3595","bueno",4,"privado",60,37,"casado","no","freelance",75,120,10500,1500,1200,1341
"3596","malo",11,"alquila",48,53,"casado","sí","fijo",81,210,0,0,1260,1538
"3597","malo",0,"alquila",36,33,"casado","sí","tiempo parcial",76,155,0,0,440,440
"3598","bueno",2,"padres",48,22,"soltero","no","fijo",35,185,0,0,1000,2130
"3599","bueno",3,"alquila",36,23,"soltero","no","fijo",59,244,3100,0,700,1199
"3600","malo",7,"alquila",60,39,"casado","no","fijo",103,130,0,0,950,1215
"3601","bueno",12,"propietario",60,28,"casado","no","fijo",45,167,3000,1750,250,1188
"3602","bueno",15,"alquila",36,36,"casado","no","fijo",60,145,0,0,900,1621
"3603","bueno",0,"padres",60,21,"soltero","no","otros",35,149,3000,0,1400,1829
"3604","malo",0,"propietario",60,33,"separado","no","tiempo parcial",35,78,0,0,1030,1197
"3605","bueno",8,"alquila",60,56,"casado","no","fijo",62,266,5000,0,1000,1149
"3606","malo",2,"padres",24,35,"casado","no","fijo",45,175,0,0,1000,2393
"3607","bueno",23,"propietario",36,41,"casado","no","fijo",60,169,37000,180,1000,1457
"3608","bueno",28,"propietario",36,46,"casado","no","fijo",75,170,6000,0,750,800
"3609","bueno",16,"propietario",36,55,"casado","no","fijo",35,140,6000,0,1100,2136
"3610","bueno",7,"propietario",60,44,"casado","no","fijo",90,271,11000,5500,800,945
"3611","bueno",2,"padres",48,25,"soltero","no","fijo",35,91,0,0,900,1763
"3612","bueno",20,"alquila",60,54,"casado","no","fijo",43,75,0,0,800,1263
"3613","malo",0,"otra",30,21,"soltero","no","tiempo parcial",35,162,0,0,400,400
"3614","bueno",10,"padres",48,28,"soltero","no","fijo",35,135,6000,0,1500,2164
"3615","bueno",5,"padres",12,32,"casado","no","freelance",35,147,0,0,300,750
"3616","malo",2,"propietario",36,30,"soltero","no","freelance",35,177,6500,2300,1750,2750
"3617","bueno",7,"otra",24,30,"soltero","no","fijo",35,102,0,0,400,1541
"3618","bueno",1,"padres",60,21,"soltero","no","fijo",35,200,0,0,900,1088
"3619","bueno",14,"otra",60,30,"casado","no","fijo",45,130,0,0,1500,2414
"3620","malo",0,"ignorar",60,26,"casado","no","tiempo parcial",45,150,5000,0,1300,1429
"3621","bueno",3,"propietario",60,38,"casado","no","fijo",75,125,9000,0,1250,1415
"3622","bueno",15,"propietario",60,32,"casado","no","fijo",45,108,4500,0,1100,1213
"3623","bueno",10,"alquila",30,51,"casado","no","fijo",60,150,0,0,1300,1378
"3624","bueno",4,"propietario",36,38,"casado","no","freelance",35,142,4000,0,800,970
"3625","bueno",0,"alquila",60,30,"casado","no","fijo",64,188,0,0,1400,1475
"3626","bueno",0,"padres",48,27,"soltero","no","tiempo parcial",35,140,0,0,700,750
"3627","bueno",2,"propietario",36,60,"casado","no","fijo",35,122,3000,0,825,900
"3628","bueno",14,"propietario",48,48,"casado","no","fijo",45,112,6000,0,800,1037
"3629","malo",2,"padres",60,22,"soltero","sí","fijo",35,110,0,0,1360,1435
"3630","bueno",3,"propietario",36,47,"casado","no","freelance",60,106,10000,0,800,1649
"3631","bueno",32,"propietario",48,46,"casado","no","fijo",45,150,8000,0,1000,1093
"3632","malo",1,"otra",48,27,"soltero","sí","tiempo parcial",35,105,0,0,1300,1533
"3633","bueno",14,"propietario",48,41,"casado","sí","fijo",75,72,4000,0,800,1117
"3634","bueno",13,"propietario",48,45,"casado","no","fijo",45,106,4000,0,400,1615
"3635","bueno",16,"propietario",12,56,"casado","no","freelance",45,65,17000,0,650,1665
"3636","malo",7,"privado",60,36,"casado","sí","fijo",60,300,7000,0,2000,2485
"3637","malo",14,"alquila",60,41,"casado","no","fijo",54,92,0,0,1450,1482
"3638","bueno",14,"privado",24,54,"casado","no","fijo",45,100,9000,0,650,1150
"3639","bueno",15,"propietario",60,38,"casado","no","fijo",45,118,4000,2600,1250,1616
"3640","malo",11,"alquila",60,38,"casado","no","fijo",82,71,0,0,900,977
"3642","bueno",2,"padres",60,24,"soltero","no","fijo",35,101,0,0,1600,1600
"3643","bueno",3,"propietario",60,30,"casado","no","fijo",60,164,4500,0,800,975
"3644","bueno",1,"propietario",60,30,"soltero","sí","freelance",35,57,4000,2100,1500,1950
"3646","bueno",20,"propietario",60,46,"casado","no","fijo",35,140,9000,0,800,1300
"3648","bueno",3,"padres",18,24,"soltero","no","fijo",35,80,0,0,200,350
"3649","malo",11,"propietario",48,36,"casado","sí","fijo",35,81,5000,2000,570,1177
"3650","bueno",1,"otra",24,24,"soltero","no","fijo",35,114,0,0,400,550
"3651","bueno",9,"propietario",60,39,"casado","no","fijo",35,350,8000,0,1250,1304
"3653","bueno",10,"propietario",60,37,"casado","sí","freelance",60,107,20000,600,1000,1175
"3654","bueno",22,"propietario",60,42,"casado","sí","fijo",45,120,5000,0,1350,1650
"3655","bueno",5,"alquila",48,48,"casado","sí","fijo",46,110,0,0,600,1100
"3656","malo",0,"propietario",60,42,"casado","sí","tiempo parcial",35,130,7000,3000,950,950
"3658","bueno",8,"propietario",60,42,"soltero","no","fijo",35,96,2500,0,1500,1520
"3659","bueno",23,"propietario",24,47,"casado","no","fijo",35,114,3000,0,400,765
"3660","bueno",6,"alquila",36,24,"casado","no","fijo",63,175,0,0,650,750
"3662","bueno",6,"padres",18,27,"soltero","no","freelance",35,140,0,0,600,2724
"3663","bueno",7,"alquila",36,49,"casado","no","fijo",57,115,0,0,675,675
"3664","malo",1,"otra",36,23,"soltero","no","tiempo parcial",35,66,0,0,450,500
"3665","bueno",5,"propietario",60,32,"casado","no","fijo",35,124,4000,0,2000,3400
"3666","malo",26,"privado",60,41,"separado","sí","fijo",35,201,4700,3100,2400,2700
"3667","malo",1,"padres",60,20,"soltero","no","tiempo parcial",35,80,0,0,1300,1525
"3668","bueno",5,"privado",60,31,"casado","no","fijo",35,90,3000,0,900,1152
"3669","bueno",22,"propietario",48,48,"casado","no","fijo",60,110,3000,0,1000,1460
"3670","bueno",20,"propietario",36,49,"casado","no","fijo",45,122,9000,0,1100,1794
"3671","bueno",7,"propietario",60,35,"casado","sí","fijo",45,315,10000,4000,2400,2432
"3672","bueno",1,"alquila",36,27,"soltero","no","fijo",62,270,0,0,600,825
"3673","bueno",7,"padres",24,40,"casado","no","fijo",60,200,10000,0,1000,3429
"3675","bueno",7,"privado",60,32,"casado","no","fijo",60,242,3500,2000,1000,2236
"3676","bueno",16,"propietario",48,48,"casado","no","freelance",35,364,5000,0,900,1077
"3677","bueno",5,"propietario",24,38,"casado","no","freelance",60,182,5000,0,1250,2724
"3678","bueno",3,"propietario",12,24,"soltero","sí","fijo",35,105,6000,0,500,1138
"3680","bueno",16,"propietario",48,40,"casado","no","fijo",60,225,20000,3000,700,834
"3681","bueno",17,"otra",48,62,"soltero","no","fijo",35,100,0,0,900,1000
"3682","malo",0,"alquila",60,33,"casado","no","tiempo parcial",54,85,0,0,1300,1797
"3683","bueno",0,"propietario",48,63,"casado","no","otros",35,100,6000,2900,1000,1439
"3684","bueno",8,"propietario",60,51,"casado","no","fijo",45,250,4000,0,1000,1250
"3685","malo",3,"alquila",60,22,"casado","no","fijo",60,150,0,0,950,1945
"3686","bueno",6,"propietario",24,39,"casado","no","freelance",60,178,18000,0,1000,2099
"3687","bueno",20,"propietario",60,63,"casado","no","fijo",45,256,7000,0,1000,1500
"3688","bueno",16,"privado",48,34,"casado","no","fijo",60,85,2000,0,800,1866
"3689","bueno",0,"propietario",60,24,"soltero","no","otros",35,82,10000,0,1600,1680
"3690","bueno",5,"propietario",36,52,"casado","no","fijo",35,220,12000,5000,1250,1542
"3692","bueno",1,"padres",36,20,"soltero","no","fijo",35,61,0,0,800,995
"3693","malo",5,"alquila",60,31,"casado","sí","fijo",69,88,0,0,1200,1200
"3694","malo",15,"otra",60,46,"casado","sí","freelance",35,244,8000,0,2250,2758
"3695","bueno",2,"propietario",36,24,"casado","sí","fijo",35,160,3100,400,800,1928
"3696","bueno",1,"alquila",36,46,"casado","no","fijo",57,119,0,0,600,800
"3697","malo",18,"alquila",24,35,"casado","no","tiempo parcial",96,63,0,0,600,888
"3698","bueno",20,"propietario",36,48,"casado","no","fijo",45,257,3000,0,900,1193
"3699","bueno",10,"alquila",18,34,"divorciado","no","fijo",54,189,0,0,800,2215
"3700","malo",11,"alquila",24,38,"casado","sí","fijo",72,123,0,0,270,1676
"3701","malo",0,"padres",60,36,"soltero","no","fijo",35,130,0,0,1600,1678
"3702","malo",1,"alquila",60,22,"soltero","no","fijo",46,113,0,0,1600,1989
"3703","bueno",36,"propietario",60,55,"casado","no","fijo",45,102,12000,0,2000,2684
"3705","bueno",11,"alquila",18,28,"casado","sí","freelance",64,190,2000,0,700,1224
"3706","bueno",8,"propietario",36,31,"casado","no","fijo",45,110,5000,2000,540,1102
"3707","bueno",2,"propietario",36,28,"casado","no","fijo",45,80,2000,0,550,1572
"3708","bueno",4,"alquila",36,38,"casado","no","fijo",55,98,0,0,350,850
"3710","bueno",4,"propietario",60,32,"casado","no","fijo",60,147,3500,0,830,935
"3711","bueno",3,"propietario",60,38,"soltero","no","fijo",35,250,5000,0,1500,1934
"3712","malo",1,"padres",48,18,"soltero","no","tiempo parcial",45,95,4000,0,600,1472
"3713","bueno",16,"propietario",36,55,"casado","sí","fijo",60,230,5000,0,1200,1460
"3715","bueno",12,"propietario",36,38,"casado","no","fijo",60,130,5000,0,700,950
"3716","bueno",18,"propietario",60,48,"casado","no","fijo",45,104,5500,25,800,1021
"3718","bueno",10,"propietario",48,50,"casado","no","freelance",45,128,11500,0,500,1195
"3719","bueno",14,"propietario",60,43,"casado","no","fijo",60,120,5000,0,1250,1557
"3720","malo",2,"padres",36,26,"soltero","no","freelance",35,66,0,0,750,865
"3721","bueno",7,"propietario",36,23,"casado","no","fijo",35,247,5000,400,1500,1785
"3722","bueno",5,"propietario",36,38,"casado","no","freelance",60,63,4000,0,1050,1443
"3723","malo",5,"propietario",48,39,"casado","sí","freelance",60,66,10000,0,875,875
"3724","bueno",27,"propietario",18,48,"casado","no","freelance",35,70,5000,0,800,1578
"3725","bueno",3,"alquila",36,30,"casado","sí","freelance",59,140,0,0,1300,2115
"3726","bueno",2,"privado",48,30,"casado","sí","fijo",45,178,5000,0,1150,1627
"3727","bueno",10,"otra",60,48,"casado","no","fijo",35,203,4000,1500,1520,1636
"3728","bueno",16,"propietario",6,41,"casado","no","fijo",75,87,3000,0,200,625
"3729","bueno",15,"propietario",60,39,"casado","no","freelance",60,555,40000,0,1500,4000
"3731","bueno",4,"padres",60,25,"casado","no","freelance",35,95,25000,0,1650,1900
"3732","bueno",3,"padres",36,20,"soltero","sí","fijo",35,55,0,0,600,1625
"3733","bueno",2,"padres",36,28,"soltero","no","fijo",35,140,1000,0,1000,1693
"3734","malo",25,"privado",60,56,"casado","sí","freelance",90,85,3500,0,800,975
"3735","bueno",6,"alquila",48,26,"soltero","sí","fijo",65,198,0,0,950,1111
"3736","bueno",1,"privado",60,27,"casado","no","freelance",35,130,4650,2850,2000,2240
"3737","bueno",30,"propietario",12,52,"casado","no","freelance",45,80,7000,0,1100,2487
"3738","bueno",10,"padres",24,33,"soltero","no","freelance",35,200,70000,12000,1100,1457
"3739","bueno",4,"propietario",48,24,"casado","no","fijo",35,95,2500,0,900,1625
"3741","bueno",30,"propietario",54,54,"viudo","no","freelance",35,224,20000,0,1100,1603
"3742","bueno",20,"propietario",60,44,"casado","no","fijo",60,168,3000,0,1400,1599
"3743","malo",1,"alquila",60,28,"casado","no","freelance",53,179,0,0,1825,2275
"3744","malo",2,"privado",24,20,"soltero","no","freelance",35,107,54000,0,2000,2600
"3745","bueno",4,"propietario",60,23,"casado","no","fijo",35,160,6500,3700,1500,1661
"3746","bueno",4,"alquila",36,60,"casado","no","fijo",56,111,0,0,500,675
"3747","malo",3,"alquila",60,26,"casado","no","fijo",53,80,0,0,950,989
"3748","bueno",11,"propietario",60,30,"casado","sí","fijo",35,110,4000,62,1100,1347
"3749","bueno",6,"padres",60,26,"casado","no","fijo",60,108,0,0,1200,1250
"3750","bueno",14,"alquila",60,41,"casado","no","fijo",53,181,0,0,1150,2497
"3751","malo",3,"padres",48,38,"casado","no","tiempo parcial",60,67,0,0,1000,1045
"3752","malo",1,"propietario",36,36,"casado","no","fijo",45,25,3000,2000,1100,1332
"3753","bueno",20,"propietario",60,40,"divorciado","no","freelance",60,150,5500,0,1400,1928
"3754","bueno",20,"alquila",60,45,"casado","no","fijo",92,170,0,0,1000,2415
"3755","malo",0,"alquila",48,25,"casado","no","fijo",60,150,0,0,1350,1450
"3756","bueno",12,"alquila",48,46,"casado","sí","fijo",104,294,0,0,1350,1352
"3757","bueno",9,"privado",48,46,"casado","no","fijo",45,100,37000,0,800,904
"3758","bueno",0,"padres",48,28,"soltero","no","freelance",35,100,0,0,900,1400
"3759","bueno",2,"propietario",48,38,"casado","sí","fijo",75,192,23000,3000,700,970
"3760","bueno",3,"padres",60,24,"soltero","no","fijo",35,100,0,0,1500,2100
"3761","malo",4,"alquila",48,23,"casado","no","freelance",52,171,0,0,1150,1450
"3762","bueno",3,"privado",60,24,"soltero","no","fijo",35,245,5000,0,1300,1360
"3764","bueno",11,"propietario",12,26,"casado","sí","tiempo parcial",35,110,4500,2000,300,1248
"3765","malo",1,"alquila",36,26,"soltero","no","tiempo parcial",42,70,0,0,590,590
"3766","malo",0,"alquila",48,23,"soltero","no","tiempo parcial",42,72,0,0,700,875
"3767","bueno",1,"alquila",60,29,"casado","no","fijo",73,133,0,0,1000,1158
"3769","bueno",9,"propietario",24,30,"casado","no","fijo",35,250,30000,0,1000,1594
"3770","bueno",2,"propietario",60,28,"casado","no","freelance",35,196,7000,3950,1600,1678
"3771","bueno",3,"padres",60,36,"casado","sí","fijo",60,92,0,0,1100,1355
"3772","bueno",10,"propietario",60,45,"casado","no","freelance",45,325,12000,1200,1300,1833
"3774","bueno",10,"propietario",48,33,"casado","no","fijo",45,110,5000,0,1000,1160
"3775","malo",2,"alquila",48,56,"soltero","no","freelance",51,157,11000,4500,1000,2008
"3776","bueno",4,"otra",60,25,"soltero","no","fijo",35,162,0,0,1800,2999
"3777","malo",7,"padres",60,33,"soltero","no","tiempo parcial",35,70,0,0,1300,1438
"3778","bueno",5,"padres",48,27,"casado","sí","freelance",45,175,0,0,1000,1342
"3779","bueno",16,"padres",24,44,"soltero","no","freelance",35,86,0,0,700,950
"3780","bueno",0,"padres",24,26,"soltero","no","tiempo parcial",35,69,0,0,107,125
"3781","malo",7,"propietario",60,28,"casado","sí","fijo",60,148,8000,0,920,1021
"3782","malo",2,"otra",48,25,"casado","no","fijo",35,129,0,0,1580,1925
"3783","malo",3,"alquila",60,44,"separado","sí","fijo",60,150,0,0,1650,1772
"3784","bueno",1,"propietario",24,38,"casado","no","fijo",60,102,3500,0,850,1260
"3785","bueno",7,"propietario",48,32,"casado","sí","fijo",45,140,5500,0,550,1250
"3786","malo",2,"propietario",60,24,"soltero","no","tiempo parcial",35,120,3000,0,1400,1513
"3787","bueno",1,"padres",60,42,"casado","no","fijo",60,66,7000,0,950,1589
"3788","bueno",27,"alquila",24,50,"casado","no","fijo",47,115,0,0,500,1636
"3789","bueno",6,"propietario",60,31,"casado","no","fijo",35,84,3000,0,1400,1724
"3790","bueno",3,"propietario",60,26,"casado","no","fijo",45,128,3000,0,1300,1790
"3791","bueno",9,"privado",60,32,"casado","no","fijo",60,155,12000,5000,1200,1400
"3792","malo",5,"padres",24,26,"soltero","no","fijo",35,140,0,0,450,900
"3793","bueno",3,"alquila",48,26,"casado","no","fijo",58,230,0,0,1150,1316
"3795","bueno",18,"privado",60,49,"casado","no","fijo",60,140,4000,0,1050,1097
"3796","bueno",19,"propietario",60,54,"viudo","sí","fijo",35,207,11000,4000,800,1336
"3797","bueno",5,"alquila",36,40,"separado","no","fijo",43,75,0,0,400,650
"3798","bueno",8,"propietario",60,33,"casado","no","freelance",45,250,10000,0,2500,3250
"3799","bueno",2,"otra",36,35,"separado","no","fijo",35,200,0,0,1600,1671
"3801","bueno",10,"propietario",60,26,"casado","no","fijo",45,135,5000,3700,1600,1767
"3802","bueno",14,"propietario",36,34,"casado","no","fijo",60,143,5000,0,1400,1939
"3803","bueno",13,"padres",48,31,"casado","no","fijo",35,90,0,0,1000,1395
"3804","bueno",4,"ignorar",60,62,"casado","no","freelance",35,102,8000,0,1200,1405
"3805","bueno",20,"propietario",60,46,"soltero","no","fijo",35,250,25000,4000,1450,1566
"3806","bueno",15,"propietario",60,49,"casado","no","fijo",60,162,5000,0,1700,2081
"3807","bueno",24,"propietario",60,46,"casado","no","fijo",60,140,6000,1000,1100,1653
"3808","bueno",10,"propietario",36,36,"casado","no","fijo",35,235,12000,1700,1500,1985
"3809","bueno",2,"padres",36,24,"soltero","no","fijo",35,60,0,0,450,750
"3810","bueno",21,"propietario",24,44,"casado","no","fijo",60,124,4000,0,800,2400
"3811","malo",1,"alquila",60,24,"casado","sí","tiempo parcial",42,70,0,0,1700,1761
"3812","bueno",11,"propietario",48,27,"casado","no","fijo",35,140,4000,0,1500,1641
"3813","bueno",12,"propietario",60,27,"casado","sí","fijo",35,100,3000,0,1300,1359
"3814","bueno",5,"alquila",36,51,"casado","no","fijo",63,184,0,0,635,785
"3815","malo",6,"propietario",48,26,"casado","sí","fijo",35,90,5000,0,1390,1594
"3816","bueno",1,"alquila",48,37,"casado","sí","tiempo parcial",72,116,6000,0,1400,1661
"3817","bueno",10,"propietario",60,41,"casado","no","otros",35,57,5000,0,1300,1863
"3818","malo",0,"propietario",60,27,"casado","no","tiempo parcial",75,210,7000,4800,1250,1315
"3819","malo",1,"propietario",48,20,"soltero","no","fijo",35,53,2000,1600,1100,1100
"3820","bueno",0,"padres",60,24,"soltero","no","tiempo parcial",35,111,3000,1200,850,1412
"3822","bueno",10,"propietario",60,32,"casado","no","fijo",60,160,4000,1800,1050,1303
"3824","bueno",16,"propietario",60,32,"casado","no","fijo",60,159,4000,0,1500,1736
"3826","bueno",10,"propietario",6,39,"casado","no","freelance",75,67,8000,0,430,500
"3827","malo",9,"otra",60,30,"casado","sí","fijo",60,109,0,0,1250,1560
"3828","malo",7,"otra",36,38,"casado","sí","freelance",35,59,0,0,1000,2246
"3829","bueno",3,"padres",36,28,"soltero","no","fijo",35,74,0,0,350,550
"3830","bueno",6,"propietario",48,51,"casado","no","freelance",45,106,12000,0,1035,1410
"3831","malo",0,"padres",48,21,"soltero","no","tiempo parcial",35,48,0,0,1850,1877
"3832","malo",3,"padres",60,23,"soltero","no","fijo",35,62,0,0,1100,1300
"3833","bueno",1,"propietario",24,39,"casado","no","otros",35,70,4000,0,525,1771
"3834","malo",3,"alquila",36,39,"casado","no","fijo",90,150,0,0,300,700
"3835","bueno",12,"propietario",48,39,"casado","no","freelance",60,95,6000,0,1300,1600
"3836","malo",0,"privado",36,31,"casado","no","tiempo parcial",35,202,6000,0,1300,1663
